Country or Area,Year,Commodity,Flow,Trade (USD),Weight (kg),Quantity Name,Quantity
China,2016,"Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,1048183376,128481065.2,Weight in kilograms,128481065.2
China,2016,"Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,445124368,49946433.12,Weight in kilograms,49946433.12
China,2016,"Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,11878578,1180909.163,Weight in kilograms,1180909.163
China,2016,"Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,15345937,1606904.509,Weight in kilograms,1606904.509
China,2016,"Crustaceans; not frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or boiling in water; edible flours, meals, pellets",Export,3296052,65986.328,Weight in kilograms,65986.328
China,2016,"Crustaceans; not frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or boiling in water; edible flours, meals, pellets",Import,385351969,12758642.71,Weight in kilograms,12758642.71
China,2016,"Crustaceans; not frozen, lobsters (Homarus spp.), whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets",Export,1614277,92012.984,Weight in kilograms,92012.984
China,2016,"Crustaceans; not frozen, lobsters (Homarus spp.), whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets",Import,246262252,12218796.71,Weight in kilograms,12218796.71
China,2016,"Crustaceans; not frozen, crabs, whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets",Export,70523768,8257373.407,Weight in kilograms,8257373.407
China,2016,"Crustaceans; not frozen, crabs, whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets",Import,410251525,41195934.31,Weight in kilograms,41195934.31
China,2016,"Crustaceans; not frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets",Export,430646,29715.84,Weight in kilograms,29715.84
China,2016,"Crustaceans; not frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets",Export,127285,15477.096,Weight in kilograms,15477.096
China,2016,"Crustaceans; not frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets",Import,443530,38881.9,Weight in kilograms,38881.9
China,2016,"Crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets",Export,145109810,14456651.03,Weight in kilograms,14456651.03
China,2016,"Crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets",Import,116197390,10702800.46,Weight in kilograms,10702800.46
China,2016,"Crustaceans; not frozen, n.e.c. in item no. 0306.2, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; including edible flours, meals, and pellets of crustaceans",Export,2844545,252195.203,Weight in kilograms,252195.203
China,2016,"Crustaceans; not frozen, n.e.c. in item no. 0306.2, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; including edible flours, meals, and pellets of crustaceans",Import,39404015,3244956.577,Weight in kilograms,3244956.577
China,2016,"Molluscs; oysters, whether in shell or not, live, fresh or chilled",Export,3022261,370014.232,Weight in kilograms,370014.232
China,2016,"Molluscs; oysters, whether in shell or not, live, fresh or chilled",Import,28551081,3500806.707,Weight in kilograms,3500806.707
China,2016,"Molluscs; oysters, whether in shell or not, dried, salted or in brine, smoked, cooked or not before or during the smoking process",Export,3600989,441753.547,Weight in kilograms,441753.547
China,2016,"Molluscs; oysters, whether in shell or not, dried, salted or in brine, smoked, cooked or not before or during the smoking process",Import,986671,113710.032,Weight in kilograms,113710.032
China,2016,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled",Export,9347854,742223.495,Weight in kilograms,742223.495
China,2016,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled",Import,4163979,244511.339,Weight in kilograms,244511.339
China,2016,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,440199612,23845574.36,Weight in kilograms,23845574.36
China,2016,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,194206506,10076179.34,Weight in kilograms,10076179.34
China,2016,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled",Import,1425578,601493.745,Weight in kilograms,601493.745
China,2016,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,6367366,1245143.047,Weight in kilograms,1245143.047
China,2016,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,17427682,3346057.207,Weight in kilograms,3346057.207
China,2016,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled",Export,8043992,1675585.21,Weight in kilograms,1675585.21
China,2016,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled",Import,186590,32828.671,Weight in kilograms,32828.671
China,2016,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,2233258957,517443039.2,Weight in kilograms,517443039.2
China,2016,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,305328318,66624657.63,Weight in kilograms,66624657.63
China,2016,"Molluscs; octopus (Octopus spp.), live, fresh or chilled",Export,92750679,15143125.13,Weight in kilograms,15143125.13
China,2016,"Molluscs; octopus (Octopus spp.), live, fresh or chilled",Import,3472,446.008,Weight in kilograms,446.008
China,2016,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,277096001,45638911.88,Weight in kilograms,45638911.88
China,2016,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,11351716,2139200.323,Weight in kilograms,2139200.323
China,2016,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,100856,15282.134,Weight in kilograms,15282.134
China,2016,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,1113105,172205.913,Weight in kilograms,172205.913
China,2016,"Molluscs; clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled",Export,160367560,26120972.16,Weight in kilograms,26120972.16
China,2016,"Molluscs; clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled",Import,6383012,931322.826,Weight in kilograms,931322.826
China,2016,"Molluscs; clams, cockle, ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae, Veneridae), whether in shell or not, dried, salted, in brine, smoked",Export,36242689,4908965.846,Weight in kilograms,4908965.846
China,2016,"Molluscs; clams, cockle, ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae, Veneridae), whether in shell or not, dried, salted, in brine, smoked",Import,17065630,4568985.288,Weight in kilograms,4568985.288
China,2016,"Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",Export,29676138,813282.743,Weight in kilograms,813282.743
China,2016,"Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",Import,30396371,961051.064,Weight in kilograms,961051.064
China,2016,"Molluscs; abalone (Haliotis spp.), whether in shell or not, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,74592259,1771615.803,Weight in kilograms,1771615.803
China,2016,"Molluscs; abalone (Haliotis spp.), whether in shell or not, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,2295734,25512.456,Weight in kilograms,25512.456
China,2016,"Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled",Export,12578650,2160650.088,Weight in kilograms,2160650.088
China,2016,"Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled",Import,50566152,9607818.922,Weight in kilograms,9607818.922
China,2016,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,284106779,79594288.82,Weight in kilograms,79594288.82
China,2016,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,240763756,61868129.63,Weight in kilograms,61868129.63
China,2016,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), live, fresh or chilled",Import,17000,,Weight in kilograms,2046.155
China,2016,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), dried, salted or in brine, smoked, whether or not cooked before or during the smoking process",Export,8519341,,Weight in kilograms,427441.953
China,2016,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), dried, salted or in brine, smoked, whether or not cooked before or during the smoking process",Import,10428776,296643.08,Weight in kilograms,296643.08
China,2016,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), live, fresh or chilled",Export,13292516,,Weight in kilograms,298845.619
China,2016,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), live, fresh or chilled",Import,1461137,29201.311,Weight in kilograms,29201.311
China,2016,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), dried, salted or in brine, smoked, whether or not cooked before or during smoking process",Export,2396551,79842.133,Weight in kilograms,79842.133
China,2016,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), dried, salted or in brine, smoked, whether or not cooked before or during smoking process",Import,2376,61.086,Weight in kilograms,61.086
China,2016,"Aquatic invertebrates; jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking",Export,68669973,29750626.54,Weight in kilograms,29750626.54
China,2016,"Aquatic invertebrates; jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking",Import,2651328,1002721.37,Weight in kilograms,1002721.37
China,2016,"Aquatic invertebrates; other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking",Export,29068361,,Weight in kilograms,2780025.044
China,2016,"Aquatic invertebrates; other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking",Import,5648220,,Weight in kilograms,338071.803
China,2015,"Fish; live, ornamental, freshwater",Import,8050072,140950,Weight in kilograms,140950
China,2015,"Fish; live, ornamental, freshwater",Export,3231666,237472,Weight in kilograms,237472
China,2015,"Fish; live, ornamental, other than freshwater",Import,1721000,44022,Weight in kilograms,44022
China,2015,"Fish; live, ornamental, other than freshwater",Export,748,39,Weight in kilograms,39
China,2015,"Fish; live, eels (Anguilla spp.)",Import,5986607,327242,Weight in kilograms,327242
China,2015,"Fish; live, eels (Anguilla spp.)",Export,117139931,5561700,Weight in kilograms,5561700
China,2015,"Fish; live, carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",Import,2793,87,Weight in kilograms,87
